archivo,fecha,documento,cliente,n_lineas,suma_cantidad,cajas_esperada,diff,estado
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005741,EDWAR RAFAEL GONZALEZ RODRIGUEZ,22,5.99,5.97,0.02,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005742,"INVERSIONES NUEVA MIRANDA 88, C. A.",14,11.92,11.92,0.0,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005743,LA BODEGUILLA DEL TIO,17,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005744,"MERCATODOS ANZOATEGUI, C.A",14,13.5,13.5,0.0,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005745,"MINI SUPER 2017,C.A.",2,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005746,ROSARIO INVERSIONES EXITO FP,4,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005747,SUPERMERCADO EL ORIENTE DORADO CA,13,10.59,10.58,0.01,VALIDADO
FACT. TABATA MARCOS 27-03-26.pdf,27/03/2026,0000005748,ZHENG INVERSIONES SUPERIOR FP,17,23.58,23.58,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005878,"MERCATODOS ANZOATEGUI, C.A",3,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005879,"MINI SUPER 2017,C.A.",5,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005898,"MINI SUPER 2017,C.A.",3,28.0,28.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005875,"INSIEME, S.A.",5,5.5,5.5,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005876,"TODO MARKET, C.A.",3,18.0,18.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-03-26.pdf,30/03/2026,0000005899,LEYUMIR ELENA HENRIQUEZ LAYA,4,2.5,2.5,0.0,VALIDADO
FACT. TABATA MARCOS 02-04-26.pdf,02/04/2026,0000006036,EMPRENDIMIENTO SHADI HAMAD,10,1.18,1.17,0.01,VALIDADO
FACT. TABATA MARCOS 02-04-26.pdf,02/04/2026,0000006037,"FANG KING MARKET F,P",4,3.41,3.41,0.0,VALIDADO
FACT. TABATA MARCOS 02-04-26.pdf,02/04/2026,0000006038,WU COMERCIAL BRISAS DEL MAR M.Y F.P,17,15.57,15.58,-0.01,VALIDADO
FACT. TABATA MARCOS 02-04-26.pdf,02/04/2026,0000006039,WU ZEYUAN UNIMERCADO FAVORITO FP,6,3.5,3.5,0.0,VALIDADO
FACT. TABATA MARCOS 02-04-26.pdf,02/04/2026,0000006040,AUTOMERCADO PACIFICO,1,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006112,"URANGA INVERSIONES, F.P",39,44.12,44.1,0.02,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006113,WU SUPER TODO FP,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006157,"SUPERTODO BOULEVARD, C.A",12,19.16,19.17,-0.01,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006160,"DEPOSITADORA GIGANTE, C.A.",11,3.2,3.18,0.02,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006114,AUTOMERCADO PACIFICO,1,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006115,"INVERSIONES TIBACUY SINAI F,P",2,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006116,"LA BODEGUILLA ANDALUZ, C.A",26,17.73,17.73,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006117,"LA BODEGUILLA ANDALUZ, C.A",6,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006118,LA FRAGATA EXQUISITECES CA,23,10.29,10.3,-0.01,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006119,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,18,18.75,18.75,0.0,VALIDADO
FACT. TABATA MARCOS 06-04-26.pdf,06/04/2026,0000006120,VIVERES ASIA,2,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-04-26.pdf,07/04/2026,0000006179,"MINI SUPER 2017,C.A.",2,29.0,29.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-04-26.pdf,07/04/2026,0000006201,BAKERY BAO BAO C.A,12,8.75,8.75,0.0,VALIDADO
FACT. TABATA MARCOS 07-04-26.pdf,07/04/2026,0000006202,DISTRIBUIDORA MEGAMAXI C.A,14,12.75,12.75,0.0,VALIDADO
FACT. TABATA MARCOS 07-04-26.pdf,07/04/2026,0000006195,"TODO MARKET, C.A.",34,46.58,46.58,0.0,VALIDADO
FACT. TABATA MARCOS 07-04-26.pdf,07/04/2026,0000006200,"ALIMERKA, C.A.",14,8.45,8.44,0.01,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006279,"SUPERTODO BOULEVARD, C.A",1,9.0,9.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006280,DISTRIBUIDORA MEGAMAXI C.A,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006281,CEN BOLIVAR,4,7.7,7.7,0.0,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006299,LIANG SUPERMERCADO CHAO 88 FP,32,19.78,19.75,0.03,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006305,ZHANG ABASTO LA GRAN OFERTA,6,12.0,12.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-04-26.pdf,08/04/2026,0000006285,AUTOMERCADO PACIFICO,2,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006390,WU SUPER ECONOMICA FP,4,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006391,SUPERMERCADO MINGYU CA,16,13.6,13.59,0.01,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006392,SUPER CASA WIPI,16,8.65,8.65,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006393,"MINI SUPER 2017,C.A.",2,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006394,FRIGORIFICOS BRAVOS DELI CA,7,3.36,3.35,0.01,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006405,CHACIN MINI ABASTO FP,10,12.0,12.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006406,BOLIVAR INVERSIONES CHADAI FP,10,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006407,SUPERMERCADO BARRIO SUCRE 88 F.P,7,2.97,2.96,0.01,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006408,HE AUTOMERCADO YIFAN FP,20,19.75,19.75,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006409,SUPERMERCADO EL VIÑEDO CA,13,10.25,10.25,0.0,VALIDADO
FACT. TABATA MARCOS 09-4-26.pdf,09/04/2026,0000006410,"INSIEME, S.A.",3,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006534,AUTO MERCADO UNIOFERTAS CENTER C A,3,0.75,0.75,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006535,"MINI MARKET MONARCA, C.A.",12,2.5,2.5,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006536,MULTITIENDA BARCELONA C A,2,3.78,3.78,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006549,AUTOMERCADO PACIFICO,10,3.56,3.58,-0.02,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006550,BODEGON EL IMPERIO C A,6,3.75,3.75,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006551,BODEGON EL IMPERIO C A,5,1.96,1.96,0.0,VALIDADO
FACT. TABATA MARCOS 10-04-26.pdf,10/04/2026,0000006552,FRESH MARKET C.A.,13,14.75,14.75,0.0,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006740,HIPERMERCADO FAMOSO CA,19,18.5,18.5,0.0,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006741,HIPERMERCADO FAMOSO CA,3,9.0,9.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006742,SUPERMERCADO EL ORIENTE DORADO CA,23,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006746,"MINI MARKET SUPERGANGA, C.A",21,13.75,13.75,0.0,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006732,"BODEMARKET,C.A",28,13.61,13.6,0.01,VALIDADO
FACT. TABATA MARCOS 14-04-26.pdf,14/04/2026,0000006733,HIPERMERCADO FAMOSO CA,22,24.5,24.5,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006865,HIPERMERCADO FAMOSO CA,10,16.0,16.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006866,DISTRIBUIDORA MEGAMAXI C.A,8,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006867,"DEPOSITADORA GIGANTE, C.A.",1,0.25,0.25,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006868,CEN SUPER MARKET,6,10.25,10.25,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006869,"AUTOMERCADO LOS AMIGOS, C.A",6,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006900,HIPERMERCADO FAMOSO CA,27,32.0,32.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006901,HIPERMERCADO FAMOSO CA,3,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006870,VIVERES ASIA,3,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006871,LA TURCA 1 CA,7,3.89,3.89,0.0,VALIDADO
FACT. TABATA MARCOS 16-04-26.pdf,16/04/2026,0000006885,"PANADERIA Y EXQUISITECES MISS ORIENTAL, C.A",1,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007001,DISTRIBUIDORA MEGAMAXI C.A,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007002,DISTRIBUIDORA MEGAMAXI C.A,1,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007003,ZHANG ABASTO LA GRAN OFERTA,1,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007004,"MINI SUPER 2017,C.A.",1,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007006,COMERCIAL NUEVA CARACAS 168 C.A,1,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007025,SUPERMERCADO Y CONFITERIA DISNEY,15,14.92,14.92,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007008,AUTOMERCADO PACIFICO,3,25.0,25.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-04-26.pdf,17/04/2026,0000007026,"THE HAO SUPERMARKET, C.A",3,35.0,35.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-04-26.pdf,18/04/2026,0000007061,"MINI SUPER 2017,C.A.",1,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007140,"AUTOMERCADO LOS AMIGOS, C.A",1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007141,CEN BOLIVAR,13,5.82,5.81,0.01,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007142,COMERCIAL NUEVA CARACAS 168 C.A,1,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007143,SUPERMERCADO BARRIO SUCRE 88 F.P,13,3.67,3.67,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007144,ZHENG INVERSIONES SUPERIOR FP,2,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007145,LA FRAGATA EXQUISITECES CA,27,10.61,10.62,-0.01,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007146,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,9,4.5,4.5,0.0,VALIDADO
FACT. TABATA MARCOS 20-04-26 (1).pdf,20/04/2026,0000007153,LA REINA DEL FARO 2023 C.A,22,11.64,11.63,0.01,VALIDADO
FACT. TABATA MARCOS 20-04-26.pdf,20/04/2026,0000007083,DISTRIBUIDORA MEGAMAXI C.A,7,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007251,AUTOMERCADO TANG 688 F.P,13,5.68,5.67,0.01,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007252,CEN SUPER MARKET,1,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007253,CHANG SUPERMARKET 29 DE MARZO,4,0.68,0.67,0.01,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007254,COMERCIALIZADORA PEREDA,2,1.5,1.5,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007255,"SUPERTODO BOULEVARD, C.A",11,22.58,22.58,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007256,WU COMERCIAL BRISAS DEL MAR M.Y F.P,28,30.83,30.83,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007271,"MINI SUPER 2017,C.A.",2,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-04-26.pdf,21/04/2026,0000007257,AUTOMERCADO PACIFICO,1,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-04-26.pdf,22/04/2026,0000007335,"AUTOMERCADO LOS AMIGOS, C.A",13,5.84,5.83,0.01,VALIDADO
FACT. TABATA MARCOS 22-04-26.pdf,22/04/2026,0000007341,WU SUPER TODO FP,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-04-26.pdf,22/04/2026,0000007336,LA FRAGATA EXQUISITECES CA,15,9.65,9.63,0.02,VALIDADO
FACT. TABATA MARCOS 22-04-26.pdf,22/04/2026,0000007337,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",2,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007392,ZHENG INVERSIONES SUPERIOR FP,9,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007393,WU SUPER TODO FP,1,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007394,"URANGA INVERSIONES, F.P",20,36.29,36.29,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007395,"SUPERTODO BOULEVARD, C.A",1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007396,MULTITIENDA BARCELONA C A,2,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007398,COMERCIAL EL GRAN MUNDO 888 CA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007399,CEN SUPER MARKET,11,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007401,LU COMERCIAL GRAN CASITA FP,11,5.53,5.52,0.01,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007425,COMERCIAL NUEVA CARACAS 168 C.A,6,7.5,7.5,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007435,SUPERMERCADO EL VIÑEDO CA,1,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007470,COMERCIAL EL GRAN MUNDO 888 CA,5,21.42,21.42,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007400,VIVERES ASIA,6,9.0,9.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007402,"AUTOMERCADO CLASIC URBANEJA, C.A",19,13.19,13.19,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007426,"AUTOMERCADO CLASIC URBANEJA, C.A",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007471,HOT DOGS LA PRINCIPAL CA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-04-26.pdf,23/04/2026,0000007472,VIVERES ASIA,5,6.25,6.25,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007576,ZHENG INVERSIONES SUPERIOR FP,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007577,"URANGA INVERSIONES, F.P",1,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007578,LI MEGA PORTELA F.P,3,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007579,DISTRIBUIDORA MEGAMAXI C.A,5,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007580,"DEPOSITADORA GIGANTE, C.A.",4,5.61,5.6,0.01,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007581,BAKERY BAO BAO C.A,1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007603,GARCIA MINI MARKET CUKYS CAKES FP,8,5.75,5.75,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007583,"ALIMERKA, C.A.",2,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007584,HIPER MERCADO COSTCO CA,9,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007585,LA TURCA 1 CA,4,2.25,2.25,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007605,EL MERCADITO DE LAS FRUTAS CA,19,70.0,70.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-04-26.pdf,27/04/2026,0000007606,"LA BODEGUILLA ANDALUZ, C.A",10,8.5,8.5,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007661,"MINI SUPER 2017,C.A.",2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007662,MULTITIENDA BARCELONA C A,2,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007665,SUPERMERCADO BARRIO SUCRE 88 F.P,11,4.21,4.21,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007681,"DEPOSITADORA GIGANTE, C.A.",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007663,"INVERSIONES TIBACUY SINAI F,P",2,18.0,18.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007664,"LA BODEGUILLA ANDALUZ, C.A",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007666,"INSIEME, S.A.",15,10.5,10.5,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007682,AUTOMERCADO PACIFICO,2,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-04-26.pdf,28/04/2026,0000007683,"TODO MARKET, C.A.",3,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007729,COMERCIAL EL GRAN MUNDO 888 CA,1,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007730,HUANG COMERCIAL LUCKY HACIENDA 88 FP,43,12.96,12.96,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007731,BODEGON EL IMPERIO C A,14,7.67,7.67,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007732,BODEGON EL IMPERIO C A,9,4.5,4.5,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007733,"BODEMARKET,C.A",19,7.5,7.48,0.02,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007734,"BODEMARKET,C.A",13,3.44,3.44,0.0,VALIDADO
FACT. TABATA MARCOS 29-04-26.pdf,29/04/2026,0000007735,"TODO MARKET, C.A.",9,14.0,14.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007840,COSMETICOS POR TODO ZHEN FP,12,2.68,2.65,0.03,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007841,"FANG KING MARKET F,P",4,1.51,1.52,-0.01,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007842,LIANG SUPERMERCADO CHAO 88 FP,34,21.76,21.75,0.01,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007851,AUTOMERCADO MIXMARKET CA,3,1.57,1.57,0.0,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007852,CEN BOLIVAR,35,26.49,26.5,-0.01,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007843,"INSIEME, S.A.",3,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-04-26.pdf,30/04/2026,0000007844,VIVERES ASIA,1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 01-05-26.pdf,01/05/2026,0000007915,DISTRIBUIDORA MEGAMAXI C.A,2,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008036,AUTOMERCADO DAVID FP,5,2.34,2.33,0.01,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008037,DISTRIBUIDORA MEGAMAXI C.A,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008038,"MINI MARKET SUPERGANGA, C.A",29,22.63,22.63,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008039,"MINI SUPER 2017,C.A.",3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008042,"AUTOMERCADO LOS AMIGOS, C.A",8,3.28,3.27,0.01,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008074,SUPER CASA WIPI,18,5.83,5.83,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008075,MULTITIENDA BARCELONA C A,3,12.0,12.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008076,"INVERSIONES NUEVA MIRANDA 88, C. A.",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008077,"AUTOMERCADO LOS AMIGOS, C.A",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008078,ARIANNE SOFIA MORALES HERRERA,37,30.88,30.89,-0.01,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008101,"SUPERTODO BOULEVARD, C.A",12,24.7,24.7,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008102,SUPERMERCADO DIECIOCHO,47,25.17,25.13,0.04,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008103,"INVERSIONES NUEVA MIRANDA 88, C. A.",20,12.18,12.17,0.01,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008033,"PANADERIA Y EXQUISITECES MISS ORIENTAL, C.A",1,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008034,"TODO MARKET, C.A.",1,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-05-26.pdf,05/05/2026,0000008045,AUTOMERCADO PACIFICO,3,22.0,22.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-05-26.pdf,07/05/2026,0000008213,COMERCIAL EL GRAN MUNDO 888 CA,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-05-26.pdf,07/05/2026,0000008214,EL BODEGON DE MOREIRA CA,7,7.5,7.5,0.0,VALIDADO
FACT. TABATA MARCOS 07-05-26.pdf,07/05/2026,0000008215,"INSIEME, S.A.",10,6.18,6.18,0.0,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008339,BOLIVAR INVERSIONES CHADAI FP,5,4.63,4.63,0.0,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008340,"MINI SUPER 2017,C.A.",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008341,SUPERMERCADO BARRIO SUCRE 88 F.P,11,3.72,3.71,0.01,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008342,ZHENG INVERSIONES SUPERIOR FP,8,4.18,4.17,0.01,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008358,COMERCIAL NUEVA CARACAS 168 C.A,16,20.68,20.67,0.01,VALIDADO
FACT. TABATA MARCOS 08-05-26.pdf,08/05/2026,0000008343,VIVERES ASIA,3,7.0,7.0,0.0,VALIDADO
